3,SEMESTER 5,ECE,PRP,ECE501
3,SEMESTER 5,ECE,CMOS,ECE315_ECE515
3,SEMESTER 5,ECE,TGI,ECE565
3,SEMESTER 5,ECE,DPM,ECE560
3,SEMESTER 5,ECE,QMD,ECE524
3,SEMESTER 5,ECE,BML,ECE551_CSE515
3,SEMESTER 5,ECE,ICF,ECE522
3,SEMESTER 5,ECE,LST,ECE570
3,SEMESTER 5,ECE,RL,ECE564_CSE564
3,SEMESTER 5,ECE,QM,ECE525
3,SEMESTER 5,ECE,IRob,CSE633_ECE670
3,SEMESTER 5,ECE,SSD,ECE318_ECE518
3,SEMESTER 5,ECE,WSI,ECE539
3,SEMESTER 5,HCD,IAG,DES302
3,SEMESTER 5,HCD,3DAF,DES305
3,SEMESTER 5,HCD,DAVP,DES514
3,SEMESTER 5,HCD,DF,DES509
3,SEMESTER 5,HCD,EFD,DES524
3,SEMESTER 5,MATHS,TNT,MTH518
3,SEMESTER 5,MATHS,CmpA,MTH341_MTH541
3,SEMESTER 5,MATHS,SC,MTH373_MTH573
3,SEMESTER 5,MATHS,SPA,MTH371
3,SEMESTER 5,MATHS,ITA,MTH571
3,SEMESTER 5,MATHS,RA-II,MTH340_MTH540
3,SEMESTER 5,SSH,KPCC,SSH700
3,SEMESTER 5,SSH,PT,SSH322_SSH522
3,SEMESTER 5,SSH,FF,ECO331
3,SEMESTER 5,SSH,Tcom,COM301A
3,SEMESTER 5,SSH,ME,ECO301
3,SEMESTER 5,SSH,EVS,ESC205A
3,SEMESTER 5,SSH,EK,ENT412
3,SEMESTER 5,SSH,SSSE,ECO324_ECO524
3,SEMESTER 5,SSH,TFW,SOC314_SOC512
3,SEMESTER 5,SSH,GMT,ECO311_ECO511
3,SEMESTER 5,SSH,NDM,PSY307_PSY507
3,SEMESTER 5,SSH,ETB,SOC513
3,SEMESTER 5,SSH,EComm,ENT411
3,SEMESTER 5,SSH,USPP,SSH362_SSH562
3,SEMESTER 5,SSH,CT,ECO502
3,SEMESTER 5,SSH,G&M,SOC308_SOC514
3,SEMESTER 5,SSH,CMM,PSY308_PSY508
3,SEMESTER 6,CB,ACB,BIO522
3,SEMESTER 6,CB,IMB,BIO531
3,SEMESTER 6,CB,BDMH,BIO543
3,SEMESTER 6,CB,BioStats,BIO545
3,SEMESTER 6,CB,HMDS,BIO548
3,SEMESTER 6,CB,CADD,BIO563
3,SEMESTER 6,CB,DSG,BIO541
3,SEMESTER 6,CB,NS,CSE655
3,SEMESTER 6,CSE,ToC,CSE322
3,SEMESTER 6,CSE,DSCD,CSE530
3,SEMESTER 6,CSE,SAP,CSE572_ECE561
3,SEMESTER 6,CSE,SML,CSE542_ECE556
3,SEMESTER 6,CSE,CV,CSE344_CSE544_ECE344_ECE544
3,SEMESTER 6,CSE,NSC,CSE350_CSE550
3,SEMESTER 6,CSE,NSS-II,CSE354_CSE554
3,SEMESTER 6,CSE,UsS,CSE347_652_DES525_DES306
3,SEMESTER 6,CSE,FPP,CSE502
3,SEMESTER 6,CSE,IR,CSE508
3,SEMESTER 6,CSE,CLDS,CSE518
3,SEMESTER 6,CSE,RA,CSE523
3,SEMESTER 6,CSE,LCS,CSE526
3,SEMESTER 6,CSE,MC,CSE535
3,SEMESTER 6,CSE,WN,CSE538_ECE538
3,SEMESTER 6,CSE,BDA,CSE557
3,SEMESTER 6,CSE,GPU,CSE560
3,SEMESTER 6,CSE,PN,CSE567
3,SEMESTER 6,CSE,ISy,CSE573
3,SEMESTER 6,CSE,MTL,CSE618
3,SEMESTER 6,CSE,IQC,CSE622
3,SEMESTER 6,CSE,Sweb,CSE632
3,SEMESTER 6,CSE,CF,CSE640
3,SEMESTER 6,CSE,DL,CSE641
3,SEMESTER 6,CSE,TAIS,CSE660
3,SEMESTER 6,ECE,ML,CSE343_ECE363_ECE563_CSE543
3,SEMESTER 6,ECE,RS,ECE432_632
3,SEMESTER 6,ECE,VDF,ECE513
3,SEMESTER 6,ECE,WCE,ECE537
3,SEMESTER 6,ECE,PDCS,ECE543
3,SEMESTER 6,ECE,OCNS,ECE571
3,SEMESTER 6,ECE,AELD,ECE573
3,SEMESTER 6,ECE,MLRC,ECE577
3,SEMESTER 6,ECE,AOMML,ECE5aom
3,SEMESTER 6,ECE,ET,ECE5et
3,SEMESTER 6,ECE,MDT,ECE611
3,SEMESTER 6,ECE,InT,ECE634_CSE646
3,SEMESTER 6,ECE,IAMI,ECE667A
3,SEMESTER 6,ECE,RM,ENG599s
3,SEMESTER 6,HCD,FAE,DES501
3,SEMESTER 6,HCD,GDD,DES512
3,SEMESTER 6,HCD,CIPD,DES523
3,SEMESTER 6,MATHS,IML,MTH300
3,SEMESTER 6,MATHS,GT,MTH310
3,SEMESTER 6,MATHS,SI,MTH372
3,SEMESTER 6,MATHS,CIA,MTH311
3,SEMESTER 6,MATHS,LO,MTH374_MTH574
3,SEMESTER 6,MATHS,ALA,MTH510
3,SEMESTER 6,MATHS,COT,MTH514
3,SEMESTER 6,MATHS,MPT,MTH546
3,SEMESTER 6,MATHS,IFA,MTH542
3,SEMESTER 6,MATHS,CRN,MTH544
3,SEMESTER 6,MATHS,VCA,MTH599
3,SEMESTER 6,SSH,SoE,ENT404
3,SEMESTER 6,SSH,FOM,ENTxxx
3,SEMESTER 6,SSH,EEE,ESC207
3,SEMESTER 6,SSH,ECOMM,MGT310
3,SEMESTER 6,SSH,SoE,ENT404
3,SEMESTER 6,SSH,FOM,ENTxxx
3,SEMESTER 6,SSH,EEE,ESC207
3,SEMESTER 6,SSH,EI,SSH325_525
3,SEMESTER 6,SSH,MA,ECO333
3,SEMESTER 6,SSH,COO,MTH377_MTH577
3,SEMESTER 6,SSH,VPM,ECO332
3,SEMESTER 6,SSH,EF,ENT413
3,SEMESTER 6,SSH,SP,PSY302
3,SEMESTER 6,SSH,ATP,PSY305_PSY505
3,SEMESTER 6,SSH,LM,PSY306_PSY506
3,SEMESTER 6,SSH,SOI,SOC313_SOC503
3,SEMESTER 6,SSH,TE,SSH300_SSH500
3,SEMESTER 6,SSH,JALang,SSH3xx
4,SEMESTER 7,CB,CoMeG,BIO5xx
4,SEMESTER 7,CB,BioP,BIO361
4,SEMESTER 7,CB,ABIN,BIO321
4,SEMESTER 7,CB,Chi,BIO523
4,SEMESTER 7,CB,MLBA,BIO542
4,SEMESTER 7,CB,NB,BIO532
4,SEMESTER 7,CB,CGAS,BIO544
4,SEMESTER 7,CB,CBB-511,BIO511
4,SEMESTER 7,CB,CM,BIO546_CSE585
4,SEMESTER 7,CB,FOMB,BIO512
4,SEMESTER 7,CSE,GA,CSE525
4,SEMESTER 7,CSE,ML,CSE343_CSE543_ECE363_ECE563
4,SEMESTER 7,CSE,OOPD,CSE600A_ECE600A
4,SEMESTER 7,CSE,CN,CSE232
4,SEMESTER 7,CSE,ML,CSE343_CSE543_ECE363_ECE563
4,SEMESTER 7,CSE,DIP,CSE340_CSE540_ECE350
4,SEMESTER 7,CSE,FCS,CSE345_CSE545
4,SEMESTER 7,CSE,AI,CSE643
4,SEMESTER 7,CSE,MAD,CSE319_CSE519
4,SEMESTER 7,CSE,NLP,CSE556
4,SEMESTER 7,CSE,IIA,CSE656
4,SEMESTER 7,CSE,CG,CSE333_CSE533
4,SEMESTER 7,CSE,CMP,CSE301_CSE601
4,SEMESTER 7,CSE,AML,CSE642
4,SEMESTER 7,CSE,AC,CSE546
4,SEMESTER 7,CSE,CA,ECE511_CSE511
4,SEMESTER 7,CSE,AAG,CSE529
4,SEMESTER 7,CSE,DMG,CSE506
4,SEMESTER 7,CSE,PRMP,CSE513
4,SEMESTER 7,CSE,CldC,CSE569
4,SEMESTER 7,ECE,DCS,ECE340
4,SEMESTER 7,ECE,DSP,ECE351
4,SEMESTER 7,ECE,OWC,ECE546
4,SEMESTER 7,ECE,DVD,ECE314_ECE514
4,SEMESTER 7,ECE,PRP,ECE501
4,SEMESTER 7,ECE,CMOS,ECE315_ECE515
4,SEMESTER 7,ECE,TGI,ECE565
4,SEMESTER 7,ECE,DPM,ECE560
4,SEMESTER 7,ECE,QMD,ECE524
4,SEMESTER 7,ECE,BML,ECE551_CSE515
4,SEMESTER 7,ECE,ICF,ECE522
4,SEMESTER 7,ECE,LST,ECE570
4,SEMESTER 7,ECE,RL,ECE564_CSE564
4,SEMESTER 7,ECE,QM,ECE525
4,SEMESTER 7,ECE,IRob,CSE633_ECE670
4,SEMESTER 7,ECE,SSD,ECE318_ECE518
4,SEMESTER 7,ECE,WSI,ECE539
4,SEMESTER 7,HCD,IAG,DES302
4,SEMESTER 7,HCD,3DAF,DES305
4,SEMESTER 7,HCD,DAVP,DES514
4,SEMESTER 7,HCD,DF,DES509
4,SEMESTER 7,HCD,EFD,DES524
4,SEMESTER 7,MATHS,TNT,MTH518
4,SEMESTER 7,MATHS,CmpA,MTH341_MTH541
4,SEMESTER 7,MATHS,SC,MTH373_MTH573
4,SEMESTER 7,MATHS,SPA,MTH371
4,SEMESTER 7,MATHS,ITA,MTH571
4,SEMESTER 7,MATHS,RA-II,MTH340_MTH540
4,SEMESTER 7,SSH,KPCC,SSH700
4,SEMESTER 7,SSH,PT,SSH322_SSH522
4,SEMESTER 7,SSH,FF,ECO331
4,SEMESTER 7,SSH,Tcom,COM301A
4,SEMESTER 7,SSH,ME,ECO301
4,SEMESTER 7,SSH,EVS,ESC205A
4,SEMESTER 7,SSH,EK,ENT412
4,SEMESTER 7,SSH,SSSE,ECO324_ECO524
4,SEMESTER 7,SSH,TFW,SOC314_SOC512
4,SEMESTER 7,SSH,GMT,ECO311_ECO511
4,SEMESTER 7,SSH,NDM,PSY307_PSY507
4,SEMESTER 7,SSH,ETB,SOC513
4,SEMESTER 7,SSH,EComm,ENT411
4,SEMESTER 7,SSH,USPP,SSH362_SSH562
4,SEMESTER 7,SSH,CT,ECO502
4,SEMESTER 7,SSH,G&M,SOC308_SOC514
4,SEMESTER 7,SSH,CMM,PSY308_PSY508
4,SEMESTER 8,CB,ACB,BIO522
4,SEMESTER 8,CB,IMB,BIO531
4,SEMESTER 8,CB,BDMH,BIO543
4,SEMESTER 8,CB,BioStats,BIO545
4,SEMESTER 8,CB,HMDS,BIO548
4,SEMESTER 8,CB,CADD,BIO563
4,SEMESTER 8,CB,DSG,BIO541
4,SEMESTER 8,CB,NS,CSE655
4,SEMESTER 8,CSE,ToC,CSE322
4,SEMESTER 8,CSE,DSCD,CSE530
4,SEMESTER 8,CSE,SAP,CSE572_ECE561
4,SEMESTER 8,CSE,SML,CSE542_ECE556
4,SEMESTER 8,CSE,CV,CSE344_CSE544_ECE344_ECE544
4,SEMESTER 8,CSE,NSC,CSE350_CSE550
4,SEMESTER 8,CSE,NSS-II,CSE354_CSE554
4,SEMESTER 8,CSE,UsS,CSE347_652_DES525_DES306
4,SEMESTER 8,CSE,FPP,CSE502
4,SEMESTER 8,CSE,IR,CSE508
4,SEMESTER 8,CSE,CLDS,CSE518
4,SEMESTER 8,CSE,RA,CSE523
4,SEMESTER 8,CSE,LCS,CSE526
4,SEMESTER 8,CSE,MC,CSE535
4,SEMESTER 8,CSE,WN,CSE538_ECE538
4,SEMESTER 8,CSE,BDA,CSE557
4,SEMESTER 8,CSE,GPU,CSE560
4,SEMESTER 8,CSE,PN,CSE567
4,SEMESTER 8,CSE,ISy,CSE573
4,SEMESTER 8,CSE,MTL,CSE618
4,SEMESTER 8,CSE,IQC,CSE622
4,SEMESTER 8,CSE,Sweb,CSE632
4,SEMESTER 8,CSE,CF,CSE640
4,SEMESTER 8,CSE,DL,CSE641
4,SEMESTER 8,CSE,TAIS,CSE660
4,SEMESTER 8,ECE,ML,CSE343_ECE363_ECE563_CSE543
4,SEMESTER 8,ECE,RS,ECE432_632
4,SEMESTER 8,ECE,VDF,ECE513
4,SEMESTER 8,ECE,WCE,ECE537
4,SEMESTER 8,ECE,PDCS,ECE543
4,SEMESTER 8,ECE,OCNS,ECE571
4,SEMESTER 8,ECE,AELD,ECE573
4,SEMESTER 8,ECE,MLRC,ECE577
4,SEMESTER 8,ECE,AOMML,ECE5aom
4,SEMESTER 8,ECE,ET,ECE5et
4,SEMESTER 8,ECE,MDT,ECE611
4,SEMESTER 8,ECE,InT,ECE634_CSE646
4,SEMESTER 8,ECE,IAMI,ECE667A
4,SEMESTER 8,ECE,RM,ENG599s
4,SEMESTER 8,HCD,FAE,DES501
4,SEMESTER 8,HCD,GDD,DES512
4,SEMESTER 8,HCD,CIPD,DES523
4,SEMESTER 8,MATHS,IML,MTH300
4,SEMESTER 8,MATHS,GT,MTH310
4,SEMESTER 8,MATHS,SI,MTH372
4,SEMESTER 8,MATHS,CIA,MTH311
4,SEMESTER 8,MATHS,LO,MTH374_MTH574
4,SEMESTER 8,MATHS,ALA,MTH510
4,SEMESTER 8,MATHS,COT,MTH514
4,SEMESTER 8,MATHS,MPT,MTH546
4,SEMESTER 8,MATHS,IFA,MTH542
4,SEMESTER 8,MATHS,CRN,MTH544
4,SEMESTER 8,MATHS,VCA,MTH599
4,SEMESTER 8,SSH,SoE,ENT404
4,SEMESTER 8,SSH,FOM,ENTxxx
4,SEMESTER 8,SSH,EEE,ESC207
4,SEMESTER 8,SSH,ECOMM,MGT310
4,SEMESTER 8,SSH,SoE,ENT404
4,SEMESTER 8,SSH,FOM,ENTxxx
4,SEMESTER 8,SSH,EEE,ESC207
4,SEMESTER 8,SSH,EI,SSH325_525
